,raised_amount_usd,participants,is_first_round,round_companies,round_funds,round_angels,total_companies,total_funds,total_angels,total_raised,unique_investor,mapped_code,years_since,target
28835,50000.0,0,0,0,0,0,0,0,0,50000.0,,3,123.0,0
28836,31528.0,1,1,0,1,0,0,1,0,31528.0,1.0,3,,0
28837,63055.0,1,1,0,1,0,0,1,0,63055.0,1.0,3,,0
28838,500000.0,2,1,1,1,0,1,1,0,500000.0,2.0,2,0.0,0
28839,25000.0,1,1,0,1,0,0,1,0,77000.0,1.0,3,974.0,0
28840,25000.0,1,0,1,0,0,1,0,0,25000.0,1.0,3,248.0,0
28841,,1,1,1,0,0,1,0,0,,1.0,3,,0
28842,18852.0,1,1,1,0,0,1,0,0,18852.0,1.0,3,,0
28843,18852.0,1,1,1,0,0,1,0,0,18852.0,1.0,3,246.0,0
28844,18852.0,1,0,1,0,0,1,0,0,18852.0,1.0,3,246.0,0
28845,18852.0,1,1,1,0,0,1,0,0,18852.0,1.0,3,307.0,0
28846,18852.0,1,1,1,0,0,1,0,0,18852.0,1.0,3,246.0,0
28847,1256800.0,4,1,0,1,3,0,2,6,1474120.0,4.0,4,458.0,0
28848,,0,1,0,0,0,0,0,0,,,2,0.0,0
28849,5700000.0,4,1,0,4,0,0,4,0,5700000.0,4.0,4,839.0,0
28850,18852.0,1,0,1,0,0,1,0,0,18852.0,1.0,3,329.0,0
28851,18852.0,1,0,1,0,0,1,0,0,18852.0,1.0,3,186.0,0
28852,18852.0,1,1,1,0,0,1,0,0,18852.0,1.0,3,1251.0,0
28853,18852.0,1,1,1,0,0,1,0,0,18852.0,1.0,3,125.0,0
28854,18852.0,1,1,1,0,0,1,0,0,18852.0,1.0,3,,0
28855,9409092.0,4,0,0,0,4,0,0,4,9409092.0,4.0,6,2803.0,0
28856,375000.0,0,0,0,0,0,0,0,0,375000.0,,3,612.0,0
28857,5900625.0,0,1,0,0,0,0,0,0,5900625.0,,12,977.0,0
28858,6201511.0,2,0,0,2,0,0,4,0,125361565.0,2.0,11,4264.0,0
28859,3061999.0,0,1,0,0,0,0,0,0,12541765.0,,11,,0
28860,15000.0,0,1,0,0,0,0,0,0,15000.0,,3,3516.0,0
28861,2376720.0,0,1,0,0,0,0,0,0,2751720.0,,11,1708.0,0
28862,1300000.0,3,1,0,3,0,0,3,0,1300000.0,3.0,3,887.0,1
28863,200000.0,0,1,0,0,0,0,1,0,5965000.0,,13,2438.0,1
28864,761940.0,0,0,0,0,0,0,0,0,761940.0,,11,1708.0,0
28865,3500000.0,0,0,0,0,0,0,1,0,3550000.0,,13,878.0,0
28866,6500000.0,4,0,0,4,0,0,4,0,6500000.0,4.0,4,977.0,0
28867,400000.0,1,0,0,1,0,1,1,0,420000.0,1.0,2,3.0,0
28868,10000000.0,2,1,0,2,0,0,2,0,10000000.0,2.0,4,,0
28869,1000000.0,0,0,0,0,0,0,0,0,1000000.0,,11,1617.0,0
28870,250000.0,2,0,0,2,0,0,2,0,276900.0,2.0,3,112.0,0
28871,45000000.0,1,1,0,1,0,0,1,0,54250000.0,1.0,4,,0
28872,8500000.0,3,0,0,3,0,0,6,0,25500000.0,3.0,6,2073.0,0
28873,15000000.0,0,0,0,0,0,1,5,0,31000000.0,,12,6091.0,0
28874,1457896.0,0,0,0,0,0,0,12,0,25165623.0,,3,3169.0,0
28875,550000.0,4,1,0,3,1,0,3,1,550000.0,4.0,4,141.0,0
28876,1900000.0,1,1,0,1,0,0,1,0,1900000.0,1.0,3,462.0,0
28877,100000.0,1,1,0,0,1,0,1,1,130000.0,1.0,2,1039.0,0
28878,6000000.0,3,0,0,3,0,0,3,0,6000000.0,3.0,4,248.0,0
28879,20000000.0,2,0,0,2,0,0,3,0,35000000.0,2.0,5,1343.0,0
28880,899500.0,0,0,0,0,0,0,0,0,899500.0,,11,613.0,0
28881,25000000.0,8,0,0,6,2,0,6,2,25000000.0,8.0,5,523.0,0
28882,17000000.0,3,1,0,3,0,0,5,0,27800000.0,3.0,5,705.0,0
28883,19000000.0,1,1,0,1,0,0,1,0,19000000.0,1.0,13,4631.0,0
28884,14000000.0,2,1,0,2,0,0,3,0,26676912.0,2.0,5,3170.0,0
28885,24999996.0,0,1,0,0,0,0,0,0,24999996.0,,3,1862.0,1
28886,150000.0,0,1,0,0,0,0,0,0,150000.0,,13,248.0,0
28887,15500000.0,2,1,0,2,0,0,2,0,16750000.0,2.0,4,,0
28888,8100000.0,1,0,0,1,0,0,1,0,8100000.0,1.0,4,248.0,0
28889,3000000.0,1,0,1,0,0,1,13,0,49000000.0,1.0,6,1923.0,0
28890,8000000.0,2,1,0,2,0,0,3,0,14500000.0,2.0,5,,0
28891,1500000.0,3,1,0,3,0,0,3,0,1835000.0,3.0,3,613.0,0
28892,9100000.0,1,0,0,1,0,0,1,0,9100000.0,1.0,4,1678.0,0
28893,9500000.0,0,0,0,0,0,0,0,2,43500000.0,,13,3161.0,1
28894,250000.0,0,1,0,0,0,0,0,0,250000.0,,13,978.0,0
28895,16000000.0,4,1,0,4,0,0,5,0,30000000.0,4.0,7,1709.0,0
28896,,1,1,0,1,0,0,1,0,,1.0,3,,0
28897,50000000.0,1,1,0,1,0,0,1,0,50000000.0,1.0,4,3900.0,0
28898,250000.0,1,0,0,1,0,0,3,0,5400000.0,1.0,2,1709.0,0
28899,500000.0,2,1,0,2,0,0,2,0,500000.0,2.0,3,217.0,0
28900,1099128.0,0,1,0,0,0,0,0,0,3099128.0,,13,,0
28901,2200000.0,1,1,0,1,0,0,3,0,2501250.0,1.0,4,705.0,0
28902,300000.0,1,0,0,1,0,0,7,0,,1.0,0,5361.0,0
28903,1842625.0,0,1,0,0,0,0,0,0,9712605.0,,11,3170.0,0
28904,4250000.0,3,1,0,3,0,0,4,0,11575000.0,3.0,6,2075.0,0
28905,7600000.0,4,1,0,4,0,0,4,0,7600000.0,4.0,5,2805.0,0
28906,10500000.0,2,1,0,2,0,0,2,0,10500000.0,2.0,4,,0
28907,492625.0,0,0,0,0,0,0,0,0,492625.0,,3,979.0,0
28908,1250000.0,0,1,0,0,0,0,0,0,1250000.0,,3,,0
28909,10500000.0,2,1,0,2,0,0,2,0,10500000.0,2.0,4,614.0,0
28910,450000.0,0,0,0,0,0,0,0,0,5014983.0,,13,2805.0,0
28911,14136651.0,0,0,0,0,0,1,17,0,143546481.0,,11,10110.0,1
28912,18499999.0,0,1,0,0,0,2,16,1,,,12,2805.0,0
28913,2000000.0,0,1,0,0,0,0,0,0,2000000.0,,13,979.0,0
28914,2000000.0,0,1,0,0,0,0,17,0,58907998.0,,11,3901.0,0
28915,3015430.0,0,1,0,0,0,3,1,13,,,12,614.0,0
28916,170000.0,0,1,0,0,0,0,0,0,170000.0,,13,1344.0,0
28917,225500.0,0,1,0,0,0,0,0,0,225500.0,,11,2805.0,0
28918,406039.0,0,0,0,0,0,0,0,0,406039.0,,6,4266.0,0
28919,1000000.0,0,1,0,0,0,0,0,0,1000000.0,,3,249.0,0
28920,260000.0,0,0,0,0,0,0,0,0,560000.0,,13,10841.0,0
28921,449512.0,0,1,0,0,0,0,0,0,4859233.0,,11,,0
28922,3000000.0,1,1,0,1,0,0,1,0,13500000.0,1.0,0,3171.0,0
28923,450000.0,0,0,0,0,0,0,0,0,9470000.0,,11,4266.0,0
28924,250000.0,0,1,0,0,0,0,0,0,250000.0,,11,614.0,0
28925,68000000.0,2,0,0,2,0,0,14,0,,2.0,6,1285.0,0
28926,2675790.0,0,1,0,0,0,0,0,0,3675790.0,,3,463.0,0
28927,4638821.0,0,0,0,0,0,0,0,0,4638821.0,,12,2806.0,0
28928,644840.0,0,1,0,0,0,0,0,0,644840.0,,11,1345.0,0
28929,250000.0,1,1,0,1,0,0,1,0,250000.0,1.0,3,205.0,0
28930,30000.0,0,1,0,0,0,0,0,0,30000.0,,3,421.0,0
28931,200000.0,0,0,0,0,0,0,0,0,200000.0,,11,615.0,0
28932,300000.0,0,0,0,0,0,0,0,0,3070000.0,,11,,1
28933,,1,1,0,1,0,0,1,0,,1.0,3,,0
28934,7000000.0,3,1,0,3,0,0,3,3,13323500.0,3.0,4,,0
28935,4000000.0,3,0,0,3,0,0,5,0,6200000.0,3.0,5,1345.0,0
28936,500000.0,1,1,0,1,0,0,2,2,1170000.0,1.0,3,708.0,0
28937,63793.0,2,1,0,0,2,0,0,2,63793.0,2.0,2,1712.0,0
28938,730000.0,2,1,0,0,2,0,0,2,730000.0,2.0,3,38.0,0
28939,500000.0,0,1,0,0,0,1,1,0,692595.0,,2,1038.0,0
28940,33102.0,12,0,2,2,8,2,2,8,33102.0,12.0,2,876.0,0
28941,150000.0,3,1,0,2,1,0,3,1,190000.0,3.0,3,686.0,0
28942,1900000.0,12,0,0,9,3,0,9,3,1900000.0,12.0,3,616.0,0
28943,12000000.0,2,1,0,2,0,0,4,0,34397942.0,2.0,6,2108.0,0
28944,500000.0,0,1,0,0,0,1,0,0,525000.0,,3,,0
28945,25000.0,1,1,1,0,0,1,0,0,25000.0,1.0,3,39.0,0
28946,105000.0,2,1,1,1,0,1,1,0,105000.0,2.0,3,131.0,0
28947,10000.0,0,1,0,0,0,0,0,0,10000.0,,3,1774.0,0
28948,640000.0,0,0,0,0,0,1,0,0,,,3,405.0,0
28949,50000.0,1,1,0,1,0,0,1,0,50000.0,1.0,3,9.0,0
28950,3100000.0,1,1,0,1,0,0,3,0,3345000.0,1.0,4,,0
28951,775000.0,3,1,0,3,0,0,3,0,775000.0,3.0,3,293.0,0
28952,274684.0,0,0,0,0,0,0,0,0,530360.0,,2,290.0,0
28953,1000000.0,1,1,0,1,0,0,1,0,1000000.0,1.0,4,437.0,0
28954,3700000.0,1,1,0,1,0,1,1,0,7229000.0,1.0,0,9384.0,0
28955,159760.0,1,1,0,1,0,0,1,0,159760.0,1.0,2,,0
28956,5500000.0,3,1,0,3,0,1,9,0,,3.0,5,1714.0,0
28957,600000.0,0,1,0,0,0,0,0,0,600000.0,,3,,1
28958,120000.0,1,1,1,0,0,1,1,0,160000.0,1.0,3,269.0,0
28959,140000.0,1,1,0,1,0,0,1,0,140000.0,1.0,3,437.0,0
28960,7403300.0,0,0,0,0,0,0,0,0,7403300.0,,4,,0
28961,8000000.0,2,1,0,2,0,0,3,0,10375000.0,2.0,4,1348.0,0
28962,319400.0,0,1,0,0,0,0,0,0,319400.0,,3,304.0,0
28963,500000.0,3,0,0,2,1,0,2,1,500000.0,3.0,3,571.0,0
28964,40700000.0,5,1,0,5,0,0,12,0,81700000.0,5.0,8,1714.0,0
28965,5499977.0,0,1,0,0,0,0,2,0,6199977.0,,5,6828.0,0
28966,220000.0,0,1,0,0,0,0,0,0,220000.0,,2,1925.0,0
28967,249683.0,0,1,0,0,0,0,0,1,3767701.0,,11,5367.0,0
28968,292900.0,0,0,0,0,0,0,0,0,327900.0,,3,,0
28969,250000.0,0,1,0,0,0,0,1,0,1000000.0,,11,,0
28970,800000.0,0,0,0,0,0,0,0,0,1100000.0,,13,2810.0,0
28971,1000000.0,0,0,0,0,0,0,3,0,16449781.0,,11,2080.0,0
28972,500000.0,0,1,0,0,0,0,0,0,500000.0,,3,1715.0,0
28973,13101322.0,0,1,0,0,0,0,8,0,28932322.0,,6,2810.0,1
28974,36387925.0,0,1,0,0,0,0,0,0,100689125.0,,11,1715.0,1
28975,50000.0,0,1,0,0,0,0,0,0,50000.0,,3,619.0,0
28976,250000.0,0,0,0,0,0,0,0,0,250000.0,,13,165.0,0
28977,1800000.0,10,1,0,5,5,0,5,5,1800000.0,10.0,3,588.0,0
28978,12787000.0,4,1,0,4,0,0,4,0,12787000.0,4.0,5,1091.0,0
28979,3750000.0,0,0,0,0,0,0,0,0,3920000.0,,11,984.0,0
28980,5000000.0,4,0,0,4,0,0,9,0,10500000.0,4.0,5,1594.0,0
28981,1000000.0,3,1,0,0,3,0,0,3,1000000.0,3.0,2,1106.0,0
28982,3328976.0,0,0,0,0,0,0,0,0,11474794.0,,13,1715.0,0
28983,13999995.0,2,0,0,2,0,0,6,0,34856909.0,2.0,7,2445.0,0
28984,4000000.0,1,0,0,1,0,0,5,7,5000000.0,1.0,4,984.0,0
28985,2557400.0,2,1,0,2,0,0,2,0,2557400.0,2.0,4,862.0,0
28986,22500000.0,6,0,0,6,0,0,12,0,74952382.0,6.0,8,2445.0,0
28987,2000000.0,2,0,0,2,0,0,2,0,2750000.0,2.0,3,619.0,0
28988,1200000.0,2,1,0,2,0,0,2,5,1400000.0,2.0,4,499.0,0
28989,150000.0,1,0,0,0,1,0,0,1,150000.0,1.0,3,526.0,0
28990,50000.0,0,1,0,0,0,0,0,0,50000.0,,13,254.0,0
28991,100000.0,0,1,0,0,0,0,0,0,2467900.0,,13,984.0,0
28992,7000000.0,1,1,0,1,0,1,6,0,42000000.0,1.0,13,,0
28993,2000000.0,0,1,0,0,0,0,1,0,,,11,1349.0,0
28994,371248.0,0,1,0,0,0,0,0,0,371248.0,,3,254.0,0
28995,1000.0,0,1,0,0,0,0,0,0,1000.0,,2,254.0,0
28996,1000000.0,0,0,0,0,0,0,0,0,1000000.0,,3,3906.0,0
28997,50000.0,0,1,0,0,0,0,0,0,50000.0,,3,33.0,0
28998,,5,1,0,1,4,0,1,4,,5.0,3,777.0,0
28999,13400000.0,4,1,0,4,0,0,4,0,16400000.0,4.0,7,4272.0,0
29000,,2,1,0,2,0,0,2,0,,2.0,4,620.0,0
29001,709632.0,0,0,0,0,0,0,0,0,709632.0,,11,985.0,0
29002,3000000.0,0,1,0,0,0,0,1,0,5900000.0,,6,1685.0,0
29003,600000.0,5,0,2,0,3,2,0,3,600000.0,5.0,3,103.0,0
29004,,1,1,0,1,0,0,1,0,,1.0,3,1010.0,0
29005,16000000.0,2,0,0,2,0,0,2,0,16000000.0,2.0,4,2811.0,0
29006,15000000.0,2,1,0,2,0,2,23,0,120355781.0,2.0,13,4638.0,0
29007,1000000.0,1,1,1,0,0,1,0,0,1000000.0,1.0,0,,0
29008,780000.0,0,0,0,0,0,0,0,0,1305000.0,,5,469.0,0
29009,1000000.0,4,1,1,1,2,1,1,2,1000000.0,4.0,3,,0
29010,1500000.0,1,1,0,1,0,0,2,0,,1.0,3,1010.0,0
29011,92500.0,0,0,0,0,0,0,0,0,92500.0,,3,333.0,0
29012,15000000.0,10,1,0,10,0,0,10,0,19000000.0,9.0,6,3907.0,0
29013,34006738.0,0,0,0,0,0,0,4,0,79279738.0,,6,985.0,0
29014,128283.0,0,0,0,0,0,0,0,0,751654.0,,3,413.0,0
29015,540760.0,0,1,0,0,0,0,0,0,540760.0,,11,2811.0,0
29016,5815270.0,0,0,0,0,0,0,0,0,5815270.0,,11,4272.0,0
29017,50000.0,1,1,1,0,0,1,0,0,50000.0,1.0,3,255.0,0
29018,15500000.0,5,1,0,5,0,0,5,0,15500000.0,5.0,4,1350.0,0
29019,2000000.0,0,1,0,0,0,0,0,0,2000000.0,,3,579.0,0
29020,550000.0,6,0,0,0,6,0,0,6,550000.0,6.0,3,620.0,0
29021,1334140.0,0,0,0,0,0,0,0,0,1334140.0,,3,377.0,0
29022,4612000.0,0,1,0,0,0,0,2,0,,,12,620.0,0
29023,2481049.0,0,1,0,0,0,0,14,0,38982526.0,,11,4638.0,0
29024,1500000.0,4,1,1,1,2,1,1,2,1500000.0,4.0,3,865.0,0
29025,77199900.0,3,0,1,2,0,1,2,0,81199900.0,3.0,5,530.0,0
29026,60000000.0,1,0,1,0,0,1,0,1,72500000.0,1.0,4,1716.0,0
29027,20000.0,2,1,0,0,2,0,0,2,20000.0,2.0,3,73.0,0
29028,125000.0,0,1,0,0,0,0,0,0,265000.0,,13,621.0,0
29029,340000.0,0,1,0,0,0,0,0,0,515000.0,,11,,0
29030,500000.0,1,0,1,0,0,1,1,0,1250000.0,1.0,3,866.0,0
29031,1292326.0,0,1,0,0,0,0,6,0,17292326.0,,11,,0
29032,17000000.0,1,1,0,1,0,0,3,0,55100000.0,1.0,7,2082.0,0
29033,1000000.0,0,1,0,0,0,0,0,0,1000000.0,,4,256.0,0
29034,6000000.0,3,0,0,3,0,0,4,0,19663808.0,3.0,6,2447.0,0
29035,15000000.0,2,1,0,2,0,0,8,0,50500000.0,2.0,6,1962.0,0
29036,3000000.0,1,1,1,0,0,1,0,0,4000000.0,1.0,2,972.0,0
29037,,1,1,0,1,0,1,1,0,,1.0,3,5310.0,0
29038,20000.0,0,1,0,0,0,0,0,0,20000.0,,3,43.0,0
29039,500000.0,1,1,0,1,0,0,1,0,500000.0,1.0,3,622.0,0
29040,38730.0,0,1,0,0,0,0,0,0,151233.0,,2,165.0,0
29041,6600000.0,0,0,0,0,0,0,0,0,24600000.0,,13,621.0,0
29042,11000000.0,1,1,0,1,0,0,1,0,11000000.0,1.0,4,986.0,0
29043,,2,1,0,2,0,0,2,0,,2.0,3,,0
29044,3400000.0,1,1,0,1,0,0,1,0,3400000.0,1.0,4,317.0,0
29045,10419873.0,0,1,0,0,0,0,4,0,35419873.0,,11,5734.0,0
29046,1500000.0,0,0,0,0,0,0,3,0,50203882.0,,11,4273.0,0
29047,4500000.0,3,1,0,3,0,0,6,0,6150000.0,3.0,4,987.0,0
29048,15000.0,0,1,0,0,0,0,0,0,15000.0,,11,987.0,0
29049,1000000.0,0,1,0,0,0,0,0,0,1288300.0,,2,622.0,0
29050,351500.0,0,0,0,0,0,0,0,1,20727978.0,,13,3179.0,0
29051,745616.0,0,1,0,0,0,0,0,0,745616.0,,11,,0
29052,1500000.0,2,0,0,2,0,0,9,0,,2.0,4,1232.0,0
29053,5321001.0,0,1,0,0,0,0,0,0,5321001.0,,12,622.0,0
29054,500000.0,1,0,1,0,0,3,0,0,1075000.0,1.0,2,136.0,0
29055,1601551.0,0,0,0,0,0,0,0,0,1601551.0,,11,2448.0,0
29056,,3,1,0,3,0,0,3,0,,3.0,4,,0
29057,50000.0,0,1,0,0,0,0,0,0,50000.0,,3,,0
29058,25000.0,0,0,0,0,0,0,0,0,90000.0,,2,380.0,0
29059,540000.0,0,1,0,0,0,0,7,3,,,3,350.0,0
29060,,1,0,0,0,1,0,0,2,,1.0,2,198.0,0
29061,355000.0,4,0,0,0,4,0,0,10,500000.0,4.0,3,988.0,0
29062,2000.0,0,1,0,0,0,0,0,0,4500.0,,3,44.0,0
29063,55000.0,0,0,0,0,0,0,0,0,55000.0,,3,198.0,0
29064,1000000.0,0,1,0,0,0,1,0,0,,,3,807.0,0
29065,4940357.0,0,1,0,0,0,0,0,0,4940357.0,,12,624.0,0
29066,30000000.0,3,1,0,3,0,0,3,0,30000000.0,3.0,4,5372.0,0
29067,1200000.0,0,1,0,0,0,0,0,0,1200000.0,,4,989.0,0
29068,50000.0,0,0,0,0,0,1,0,2,218000.0,,3,1050.0,0
29069,1964250.0,4,1,0,4,0,0,4,0,1964250.0,4.0,4,,0
29070,250000.0,0,1,0,0,0,0,0,0,250000.0,,3,1142.0,0
29071,1200000.0,0,1,0,0,0,0,0,0,2400000.0,,4,989.0,0
29072,10000.0,1,0,0,0,1,1,0,3,228000.0,1.0,3,1050.0,0
29073,5000000.0,1,0,0,1,0,0,2,0,7236001.0,1.0,5,990.0,0
29074,5000000.0,1,1,0,1,0,0,3,0,11700000.0,1.0,6,2451.0,0
29075,30000000.0,7,0,0,5,2,0,11,6,70363500.0,7.0,6,1313.0,0
29076,15000000.0,2,1,0,2,0,0,3,2,18300000.0,2.0,5,321.0,0
29077,880000.0,1,1,1,0,0,1,0,0,880000.0,1.0,3,1661.0,0
29078,118500.0,0,0,0,0,0,0,0,0,338000.0,,11,1355.0,0
29079,25000.0,0,1,0,0,0,0,0,0,25000.0,,11,5738.0,0
29080,4000000.0,3,1,0,3,0,0,4,0,4970000.0,3.0,4,,0
29081,500000.0,0,1,0,0,0,0,0,0,500000.0,,11,15965.0,0
29082,,1,1,1,0,0,2,1,2,,1.0,5,1721.0,0
29083,850000.0,0,1,0,0,0,0,0,0,850000.0,,11,,0
29084,625000.0,0,1,0,0,0,0,0,0,625000.0,,11,990.0,0
29085,265000.0,0,0,0,0,0,0,0,0,265000.0,,3,78.0,0
29086,1100000.0,3,1,0,3,0,1,3,0,,3.0,3,625.0,0
29087,35000000.0,4,1,0,4,0,0,7,0,69000000.0,4.0,5,1813.0,1
29088,200000000.0,4,1,2,2,0,3,7,18,340500000.0,4.0,7,1324.0,0
29089,2500000.0,0,0,0,0,0,0,0,0,7500000.0,,4,2087.0,0
29090,50000.0,1,0,0,1,0,1,1,0,100000.0,1.0,3,1722.0,0
29091,71000.0,2,1,1,1,0,1,1,0,71000.0,2.0,3,0.0,0
29092,104432000.0,1,1,0,1,0,0,4,0,166007000.0,1.0,7,4644.0,0
29093,1300000.0,5,1,0,5,0,0,5,2,,5.0,3,626.0,1
29094,10000.0,1,1,0,0,1,0,0,1,10000.0,1.0,3,9.0,0
29095,5500002.0,0,1,0,0,0,0,0,0,5500002.0,,4,261.0,0
29096,250000.0,0,1,0,0,0,0,0,0,565000.0,,11,,0
29097,10000000.0,1,0,0,1,0,0,2,1,23058340.0,1.0,6,1356.0,0
29098,26000000.0,4,0,0,4,0,2,18,0,,4.0,7,2452.0,1
29099,1639000.0,0,1,0,0,0,0,0,0,1639000.0,,13,991.0,0
29100,1236702.0,0,1,0,0,0,0,0,0,1236702.0,,11,626.0,0
29101,150011.0,0,1,0,0,0,0,2,0,7616310.0,,13,3183.0,0
29102,1300000.0,1,1,0,1,0,0,2,0,,1.0,4,1175.0,0
29103,65270.0,1,1,1,0,0,1,0,0,65270.0,1.0,3,312.0,0
29104,,1,1,0,0,1,0,0,1,,1.0,3,-31.0,0
29105,1000000.0,4,1,0,2,2,0,2,2,1000000.0,4.0,3,,0
29106,1925000.0,10,0,0,5,5,0,6,5,,10.0,3,293.0,0
29107,15567516.0,0,1,0,0,0,0,8,0,67392163.0,,6,,0
29108,2325000.0,0,0,0,0,0,0,0,0,2550000.0,,2,293.0,0
29109,5000000.0,1,0,0,1,0,0,1,0,5950000.0,1.0,7,5010.0,0
29110,557500.0,0,1,0,0,0,0,3,0,1365000.0,,3,627.0,0
29111,75000.0,0,0,0,0,0,2,0,0,750000.0,,2,982.0,0
29112,22000000.0,1,0,0,0,1,0,0,4,26000000.0,1.0,5,780.0,0
29113,23601997.0,0,1,0,0,0,0,0,0,23601997.0,,12,9162.0,0
29114,20000000.0,3,1,0,3,0,0,6,2,34800000.0,3.0,6,2453.0,0
29115,50000.0,1,0,0,1,0,0,1,0,50000.0,1.0,3,446.0,0
29116,357641.0,0,1,0,0,0,0,0,0,357641.0,,13,627.0,0
29117,3900600.0,2,0,0,2,0,0,2,0,3900600.0,2.0,4,262.0,0
29118,132500.0,0,1,0,0,0,0,0,0,132500.0,,11,1357.0,0
29119,10993849.0,0,1,0,0,0,0,0,0,38993849.0,,9,5740.0,0
29120,1250000.0,2,1,0,2,0,0,2,0,1250000.0,2.0,4,,0
29121,30000000.0,5,0,0,5,0,0,8,0,44000000.0,5.0,7,3914.0,0
29122,375000.0,0,1,0,0,0,0,0,0,375000.0,,3,627.0,0
29123,4500000.0,0,0,0,0,0,0,0,0,12500000.0,,0,1357.0,0
29124,750000.0,0,0,0,0,0,0,0,0,2000000.0,,13,,1
29125,8000000.0,1,0,0,1,0,0,26,0,50930000.0,1.0,13,2818.0,0
29126,155000.0,0,0,0,0,0,0,0,1,291000.0,,0,345.0,0
29127,5082474.0,0,1,0,0,0,0,0,0,5082474.0,,11,2453.0,0
29128,15000000.0,3,0,0,3,0,0,3,0,15000000.0,3.0,5,627.0,0
29129,14000000.0,5,0,0,5,0,0,6,0,22000000.0,5.0,5,2088.0,0
29130,50000.0,0,0,0,0,0,0,0,0,175000.0,,3,293.0,0
29131,6448822.0,0,1,0,0,0,0,0,0,8879822.0,,11,992.0,0
29132,600000.0,1,1,0,1,0,0,1,0,600000.0,1.0,3,,0
29133,30653.0,1,1,1,0,0,1,0,0,30653.0,1.0,3,,0
29134,25000000.0,0,1,0,0,0,0,0,0,25000000.0,,13,6107.0,0
29135,600000.0,1,1,0,1,0,0,2,0,1100000.0,1.0,2,,0
29136,2590800.0,3,1,0,3,0,0,3,0,2590800.0,3.0,4,,0
29137,12000000.0,4,1,0,4,0,1,8,0,,4.0,5,742.0,1
29138,239649.0,1,1,0,1,0,0,1,0,239649.0,1.0,3,465.0,0
29139,26198006.0,6,0,2,4,0,3,14,0,61896006.0,6.0,7,2819.0,0
29140,1000000.0,1,1,0,1,0,0,1,0,1000000.0,1.0,3,1724.0,0
29141,100000.0,4,1,0,1,3,0,1,3,100000.0,4.0,3,,0
29142,42500000.0,7,0,1,6,0,1,9,0,83000000.0,7.0,5,993.0,1
29143,10000000.0,2,1,1,1,0,1,3,3,16675000.0,2.0,5,993.0,0
29144,1111351.0,0,1,0,0,0,0,0,0,1111351.0,,3,5376.0,0
29145,3427500.0,0,1,0,0,0,0,0,0,3427500.0,,3,993.0,0
29146,38000000.0,1,0,0,1,0,0,1,0,38000000.0,1.0,4,,0
29147,23000000.0,1,0,0,1,0,0,1,0,28000000.0,1.0,4,,0
29148,4800000.0,0,1,0,0,0,0,0,0,4800000.0,,11,3185.0,0
29149,100000.0,0,1,0,0,0,0,0,0,100000.0,,13,,0
29150,1845000.0,0,1,0,0,0,0,0,0,1845000.0,,3,,0
29151,3250000.0,5,0,0,5,0,0,10,2,5500000.0,5.0,5,934.0,0
29152,274450.0,0,1,0,0,0,0,0,0,1274450.0,,13,6907.0,0
29153,15209994.0,3,0,0,3,0,1,5,0,,3.0,11,2181.0,0
29154,10000.0,0,1,0,0,0,0,0,0,10000.0,,13,1358.0,0
29155,7000000.0,1,0,0,1,0,0,2,0,,1.0,7,4280.0,0
29156,30653.0,1,0,1,0,0,3,0,0,76124.0,1.0,3,83.0,0
29157,5999979.0,0,0,0,0,0,0,4,0,40099979.0,,7,2089.0,0
29158,2000000.0,0,1,0,0,0,0,0,0,2000000.0,,3,1358.0,0
29159,,1,1,0,1,0,0,4,0,,1.0,4,629.0,0
29160,136170.0,0,0,0,0,0,0,1,0,3004170.0,,11,2820.0,0
29161,1500000.0,2,1,0,2,0,0,2,0,1500000.0,2.0,3,173.0,0
29162,3000000.0,1,1,0,1,0,0,1,0,3000000.0,1.0,4,51.0,0
29163,16000.0,0,0,0,0,0,0,0,0,16000.0,,3,1.0,0
29164,575000.0,1,0,1,0,0,1,0,0,575000.0,1.0,0,994.0,0
29165,2000000.0,0,0,0,0,0,0,0,0,11500000.0,,3,,0
29166,1000000.0,0,0,0,0,0,0,1,0,8000000.0,,11,2820.0,0
29167,3161300.0,0,0,0,0,0,0,3,0,7010091.0,,5,1359.0,0
29168,15000.0,0,1,0,0,0,0,0,0,15000.0,,3,,0
29169,930004.0,0,1,0,0,0,0,0,0,930004.0,,3,,0
29170,,7,1,1,3,3,1,3,3,,7.0,3,,1
29171,650000.0,2,1,0,2,0,0,2,0,650000.0,2.0,3,631.0,0
29172,1808240.0,1,1,0,0,1,0,0,1,1808240.0,1.0,2,-7.0,0
29173,129160.0,1,0,1,0,0,1,0,0,244160.0,1.0,0,632.0,0
29174,1000000.0,0,0,0,0,0,0,0,0,2750000.0,,3,632.0,0
29175,5425630.0,1,0,0,1,0,0,1,0,5425630.0,1.0,4,632.0,0
29176,999999.0,0,0,0,0,0,0,2,0,6439999.0,,7,2823.0,0
29177,130000000.0,0,1,0,0,0,0,0,0,130000000.0,,13,,1
29178,380000.0,0,0,0,0,0,0,0,0,380000.0,,3,512.0,0
29179,3000000.0,0,0,0,0,0,0,0,0,3000000.0,,3,632.0,0
29180,400000.0,0,1,0,0,0,0,0,0,400000.0,,11,632.0,0
29181,2500000.0,10,1,2,4,4,3,4,4,,10.0,3,207.0,0
29182,3000000.0,5,1,0,2,3,1,2,3,,5.0,4,176.0,0
